name,bookings,rating,reviews,price,cuisine,location
Casa De Don Pancho Mexican Food,NA,NA,NA,2,Mexican,West Phoenix
Pub 'n Grub,NA,NA,NA,2,Grill,Chandler
Bostons Bar & Grille,NA,NA,NA,2,Grill,Chandler
Sakana Sushi,NA,NA,NA,2,Sushi,Ahwatukee
Hacienda de Rosa?s Restaurante,NA,NA,NA,3,American,Mesa
Caffe Boa - Phoenix,NA,4.4 stars out of 5,Awesome,2,Farm-to-table,Ahwatukee
Loaded Potato,NA,NA,NA,2,American,Downtown Phoenix
La Casa De Juana,NA,NA,NA,2,Mexican,Chandler
Sidebar,NA,NA,NA,2,American,Mesa
Biscuits Tempe,NA,NA,NA,2,American,Chandler
El Entronke Mexican Food,NA,NA,NA,2,Mexican,Laveen
The Original Garcia's,NA,NA,NA,2,American,West Phoenix
Mariscos Nuevas Islitas De Nayarit,NA,NA,NA,2,Mexican,West Phoenix
Seoul BBQ & Sushi,NA,NA,NA,2,Korean,Central Phoenix
Jj Bbq,NA,NA,NA,2,Barbecue,Tempe
La Mexicana Tortilleria,NA,NA,NA,2,Mexican,Downtown Phoenix
Mimi's Cafe - Metro,NA,NA,NA,2,Bistro,North Central Phoenix
Mi Pueblo,NA,NA,NA,2,Mexican,West Phoenix
Mariscos Ensenada,NA,NA,NA,2,Mexican,Downtown Phoenix
Mother's Tamales,NA,NA,NA,2,Mexican,Mesa
Ritas Mexican Food,NA,NA,NA,2,Mexican,West Phoenix
Juan Jamie's Taco & Tequila,NA,NA,NA,2,Mexican,North Scottsdale
Chili's Grill & Bar - Phoenix,NA,NA,NA,3,Italian,North Central Phoenix
Playas Del Novilleros,NA,NA,NA,2,Seafood,Laveen
Tavern Americana,NA,4.3 stars out of 5,Awesome,2,American,North Scottsdale
Dos Gringos,NA,NA,NA,2,Grill,Tempe
Jb's Restaurants,NA,NA,NA,2,American,West Phoenix
Half Moon Sports Grill,NA,NA,NA,2,American,North Central Phoenix
Hong Kong Kitchen,NA,NA,NA,2,Chinese,Laveen
Sushi Sonora,NA,NA,NA,2,Japanese,West Phoenix
Hong Kong Chinese Cuisine,NA,NA,NA,2,Chinese,North Central Phoenix
Hideaway West Bar & Grill,NA,NA,NA,2,Grill,West Phoenix
Sabor Latino,NA,NA,NA,2,Caribbean,West Phoenix
J Bar G Restaurant,NA,NA,NA,2,Grill,West Phoenix
Joeys California Bistro Az,NA,NA,NA,2,French,North Central Phoenix
Lucky Chinese Restaurant,NA,NA,NA,2,Chinese,Laveen
Chili's Grill & Bar - Phoenix,NA,NA,NA,3,American,Downtown Phoenix
El Rey Del Marisco,NA,NA,NA,2,Mexican,Downtown Phoenix
Pietro's-Inn At Eagle Mountain,NA,4.1 stars out of 5,Excellent,2,Contemporary Italian,Fountain Hills / Rio Verde
Grille At Eagle Mountain,NA,NA,NA,2,American,North Scottsdale
Pappadeaux Seafood Kitchen - Phoenix,NA,4.5 stars out of 5,Awesome,2,Seafood,Cave Creek
Huarache Pop,NA,NA,NA,2,Mexican,West Phoenix
Ponchos,NA,NA,NA,2,Mexican,Laveen
Flamingo Palace,NA,NA,NA,2,Chinese,North Central Phoenix
Long Wongs,NA,NA,NA,2,Chinese,Mesa
Sinaloense Antojitos Y Mas,NA,NA,NA,2,Mexican,Downtown Phoenix
The Village Green,NA,NA,NA,2,Thai,Mesa
Lakeside Hideout Cafe,NA,NA,NA,2,American,North Central Phoenix
Blue Martini,NA,NA,NA,2,Grill,Desert Ridge
La Bocca Wine Bar & Urban Kitchen,NA,4.2 stars out of 5,Awesome,2,Italian,Desert Ridge
